1.810193 	 1.045116 	 0.000000 	1
5.430580 	 1.045116 	 0.000000 	1
9.050967 	 1.045116 	 0.000000 	1
3.620387 	 4.180462 	 0.000000 	1
7.240773 	 4.180462 	 0.000000 	1
10.861160 	 4.180462 	 0.000000 	1
5.430580 	 7.315809 	 0.000000 	1
9.050967 	 7.315809 	 0.000000 	1
12.671354 	 7.315809 	 0.000000 	1
3.620387 	 2.090231 	 2.956033 	1
7.240773 	 2.090231 	 2.956033 	1
10.861160 	 2.090231 	 2.956033 	1
5.430580 	 5.225578 	 2.956033 	1
9.050967 	 5.225578 	 2.956033 	1
12.671354 	 5.225578 	 2.956033 	1
7.240773 	 8.360925 	 2.956033 	1
10.861160 	 8.360925 	 2.956033 	1
14.481547 	 8.360925 	 2.956033 	1
0.000000 	 0.000000 	 5.912067 	1
3.620387 	 0.000000 	 5.912067 	1
7.240773 	 0.000000 	 5.912067 	1
1.810193 	 3.135347 	 5.912067 	1
5.430580 	 3.135347 	 5.912067 	1
9.050967 	 3.135347 	 5.912067 	1
3.620387 	 6.270694 	 5.912067 	1
7.240773 	 6.270694 	 5.912067 	1
10.861160 	 6.270694 	 5.912067 	1
3.620387 	 2.090231 	 0.739008 	2
7.240773 	 2.090231 	 0.739008 	2
10.861160 	 2.090231 	 0.739008 	2
5.430580 	 5.225578 	 0.739008 	2
9.050967 	 5.225578 	 0.739008 	2
12.671354 	 5.225578 	 0.739008 	2
7.240773 	 8.360925 	 0.739008 	2
10.861160 	 8.360925 	 0.739008 	2
14.481547 	 8.360925 	 0.739008 	2
1.810193 	 1.045116 	 2.217025 	2
5.430580 	 1.045116 	 2.217025 	2
9.050967 	 1.045116 	 2.217025 	2
3.620387 	 4.180462 	 2.217025 	2
7.240773 	 4.180462 	 2.217025 	2
10.861160 	 4.180462 	 2.217025 	2
5.430580 	 7.315809 	 2.217025 	2
9.050967 	 7.315809 	 2.217025 	2
12.671354 	 7.315809 	 2.217025 	2
0.000000 	 0.000000 	 3.695042 	2
3.620387 	 0.000000 	 3.695042 	2
7.240773 	 0.000000 	 3.695042 	2
1.810193 	 3.135347 	 3.695042 	2
5.430580 	 3.135347 	 3.695042 	2
9.050967 	 3.135347 	 3.695042 	2
3.620387 	 6.270694 	 3.695042 	2
7.240773 	 6.270694 	 3.695042 	2
10.861160 	 6.270694 	 3.695042 	2
3.620387 	 2.090231 	 5.173058 	2
7.240773 	 2.090231 	 5.173058 	2
10.861160 	 2.090231 	 5.173058 	2
5.430580 	 5.225578 	 5.173058 	2
9.050967 	 5.225578 	 5.173058 	2
12.671354 	 5.225578 	 5.173058 	2
7.240773 	 8.360925 	 5.173058 	2
10.861160 	 8.360925 	 5.173058 	2
14.481547 	 8.360925 	 5.173058 	2
1.810193 	 1.045116 	 6.651075 	2
5.430580 	 1.045116 	 6.651075 	2
9.050967 	 1.045116 	 6.651075 	2
3.620387 	 4.180462 	 6.651075 	2
7.240773 	 4.180462 	 6.651075 	2
10.861160 	 4.180462 	 6.651075 	2
5.430580 	 7.315809 	 6.651075 	2
9.050967 	 7.315809 	 6.651075 	2
12.671354 	 7.315809 	 6.651075 	2
0.000000 	 0.000000 	 8.129092 	2
3.620387 	 0.000000 	 8.129092 	2
7.240773 	 0.000000 	 8.129092 	2
1.810193 	 3.135347 	 8.129092 	2
5.430580 	 3.135347 	 8.129092 	2
9.050967 	 3.135347 	 8.129092 	2
3.620387 	 6.270694 	 8.129092 	2
7.240773 	 6.270694 	 8.129092 	2
10.861160 	 6.270694 	 8.129092 	2
